longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,CLUSTER_ID,city,group
-118.05,33.84,21,4890,653.0,2295,654,6.983,329700,<1H OCEAN,4,Long Beach,Affordable
-118.05,33.82,25,1548,279.0,732,265,5.123,159600,<1H OCEAN,4,Long Beach,Affordable
-118.06,33.82,25,2637,462.0,965,415,4.5833,190900,<1H OCEAN,4,Long Beach,Affordable
-118.06,33.81,25,3497,513.0,1839,544,5.4216,263000,<1H OCEAN,4,Long Beach,Affordable
-118.07,33.81,22,2711,352.0,1305,368,8.5407,398800,<1H OCEAN,4,Long Beach,Affordable
-118.07,33.8,22,1391,338.0,810,295,3.8792,218200,<1H OCEAN,4,Long Beach,Affordable
-118.08,33.81,21,1189,281.0,577,264,3.3155,237500,<1H OCEAN,4,Long Beach,Affordable
-118.06,33.83,22,5290,1054.0,2812,1021,4.53,226400,<1H OCEAN,4,Long Beach,Affordable
-118.05,33.83,24,4316,678.0,2286,665,5.7018,286700,<1H OCEAN,4,Long Beach,Affordable
-118.06,33.83,21,3941,655.0,1897,670,4.88,343900,<1H OCEAN,4,Long Beach,Affordable
-118.05,33.82,21,2997,372.0,1323,372,8.6123,386700,<1H OCEAN,4,Long Beach,Affordable
-118.06,33.83,17,1973,516.0,1112,501,3.8512,163800,<1H OCEAN,4,Long Beach,Affordable
-118.06,33.82,24,3983,675.0,1568,638,4.6458,213400,<1H OCEAN,4,Long Beach,Affordable
-118.05,33.81,26,2523,437.0,1377,450,5.2542,234600,<1H OCEAN,4,Long Beach,Affordable
-118.05,33.85,25,2856,388.0,1212,362,6.1737,313100,<1H OCEAN,4,Long Beach,Affordable
-119.0,34.08,17,1822,438.0,578,291,5.4346,428600,NEAR OCEAN,4,Malibu,Ultra-High
